taxon_resolution	contrast	hold	variable	asv_id	test	metric	p_fdr	taxonomy
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00039	cc_dv	p_fdr	0.03133537917538981	NA
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00039	cc_da	p_fdr	9.31763042574567e-8	NA
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00040	cc_da	p_fdr	1.124607473113994e-4	Gammaproteobacteria;OM60(NOR5) clade
asv	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00040	cc_da	p_fdr	0.03201211447519039	Gammaproteobacteria;OM60(NOR5) clade
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00040	cc_da	p_fdr	0.013710271691430274	Gammaproteobacteria;OM60(NOR5) clade
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00040	cc_da	p_fdr	3.702600843762452e-8	Gammaproteobacteria;OM60(NOR5) clade
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00041	cc_da	p_fdr	2.700689976436897e-7	NA
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00041	cc_da	p_fdr	0.0012753262695848037	NA
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00042	cc_da	p_fdr	0.0149514343470807	Clostridia;Clostridium sensu stricto 1
asv	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00043	cc_da	p_fdr	0.0022609955506431227	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00043	cc_da	p_fdr	2.349335559581249e-12	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00043	cc_dv	p_fdr	0.017383251751130015	NA
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00043	cc_da	p_fdr	1.3664666613864826e-21	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00044	cc_da	p_fdr	0.020994296974371676	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00044	cc_dv	p_fdr	0.006577869117137	NA
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00044	cc_da	p_fdr	0.07720599351139358	NA
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00044	cc_dv	p_fdr	0.036559734552670246	NA
agg_genus	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00045	cc_da	p_fdr	0.006019697986474355	Bacteroidia;NS7 marine group
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00045	cc_da	p_fdr	2.317343504990474e-25	Bacteroidia;NS7 marine group
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00045	cc_dv	p_fdr	9.23284344686683e-5	Bacteroidia;NS7 marine group
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00045	cc_da	p_fdr	1.8574167266283745e-28	Bacteroidia;NS7 marine group
asv	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00045	cc_da	p_fdr	8.239814565643143e-4	Bacteroidia;NS7 marine group
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00045	cc_da	p_fdr	1.311369975707744e-28	Bacteroidia;NS7 marine group
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00045	cc_dv	p_fdr	1.1608126868022167e-4	Bacteroidia;NS7 marine group
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00045	cc_da	p_fdr	1.9280447016391788e-36	Bacteroidia;NS7 marine group
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00045	cc_dv	p_fdr	0.027639735550309796	Bacteroidia;NS7 marine group
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00046	cc_da	p_fdr	0.01569252953921444	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00046	cc_dv	p_fdr	0.07663406467139969	NA
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00046	cc_da	p_fdr	0.002398828590339481	NA
asv	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00047	cc_dv	p_fdr	4.5078620866765824e-4	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00047	cc_da	p_fdr	1.7787356234805935e-28	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00047	cc_dv	p_fdr	1.552918381105271e-6	NA
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00047	cc_da	p_fdr	1.1430588798835217e-8	NA
asv	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00048	cc_da	p_fdr	0.03022309830438479	NA
asv	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00048	cc_dv	p_fdr	0.09427347498222194	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00048	cc_da	p_fdr	8.627586048181123e-12	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00048	cc_dv	p_fdr	0.0022124552292153887	NA
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00048	cc_da	p_fdr	6.624361992108532e-13	NA
asv	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00049	cc_da	p_fdr	0.06268476135739585	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00049	cc_da	p_fdr	1.5128023686204416e-14	NA
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00049	cc_da	p_fdr	1.2761323241533137e-21	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00050	cc_da	p_fdr	4.7136560387857815e-21	NA
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00050	cc_da	p_fdr	5.000705471327402e-22	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00052	cc_da	p_fdr	1.7519750494006226e-6	NA
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00052	cc_da	p_fdr	2.562917215057661e-5	NA
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00053	cc_da	p_fdr	0.01048491830061664	Phycisphaerae;Urania-1B-19 marine sediment group
asv	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00053	cc_dv	p_fdr	0.09716754942781321	Phycisphaerae;Urania-1B-19 marine sediment group
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00053	cc_da	p_fdr	0.012896039336025126	Phycisphaerae;Urania-1B-19 marine sediment group
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00055	cc_da	p_fdr	8.22971014064517e-10	NA
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00055	cc_da	p_fdr	1.795814155070301e-11	NA
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00057	cc_da	p_fdr	0.0010456735654232926	Thermoplasmata;Marine Group II
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00057	cc_da	p_fdr	3.460349387816747e-5	Thermoplasmata;Marine Group II
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00057	cc_da	p_fdr	0.07047620960053043	Thermoplasmata;Marine Group II
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00057	cc_dv	p_fdr	0.08404662751737794	Thermoplasmata;Marine Group II
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00057	cc_da	p_fdr	0.009246972956334048	Thermoplasmata;Marine Group II
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00058	cc_da	p_fdr	1.007432087935211e-5	Acidimicrobia;Sva0996 marine group
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00058	cc_dv	p_fdr	0.06652237197222352	Acidimicrobia;Sva0996 marine group
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00058	cc_da	p_fdr	2.413645776086885e-9	Acidimicrobia;Sva0996 marine group
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00058	cc_da	p_fdr	7.464008974140536e-6	Acidimicrobia;Sva0996 marine group
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00058	cc_dv	p_fdr	0.055267357004528346	Acidimicrobia;Sva0996 marine group
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00058	cc_da	p_fdr	8.851409081361998e-11	Acidimicrobia;Sva0996 marine group
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00059	cc_da	p_fdr	0.02515941668802189	Alphaproteobacteria;Ascidiaceihabitans
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00059	cc_da	p_fdr	0.0022172523872795087	Alphaproteobacteria;Ascidiaceihabitans
asv	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00059	cc_dv	p_fdr	0.0023120833997614908	Alphaproteobacteria;Ascidiaceihabitans
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00059	cc_da	p_fdr	0.006644115515960159	Alphaproteobacteria;Ascidiaceihabitans
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00059	cc_dv	p_fdr	0.03966153687581897	Alphaproteobacteria;Ascidiaceihabitans
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00059	cc_da	p_fdr	0.006245919865213867	Alphaproteobacteria;Ascidiaceihabitans
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00060	cc_da	p_fdr	3.3874605923021405e-8	Alphaproteobacteria;Litorimicrobium
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00060	cc_dv	p_fdr	0.006171828752113715	Alphaproteobacteria;Litorimicrobium
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00060	cc_da	p_fdr	3.633368348762833e-8	Alphaproteobacteria;Litorimicrobium
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00060	cc_dv	p_fdr	0.004498112480354064	Alphaproteobacteria;Litorimicrobium
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00063	cc_da	p_fdr	6.633464258188883e-8	NA
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00063	cc_da	p_fdr	6.736133379089891e-10	NA
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00064	cc_da	p_fdr	2.4522341613204375e-11	Alphaproteobacteria;Stappiaceae
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00064	cc_da	p_fdr	1.0757315592220467e-8	Alphaproteobacteria;Stappiaceae
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00064	cc_da	p_fdr	4.652330913718152e-8	Alphaproteobacteria;Stappiaceae
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00064	cc_da	p_fdr	6.610153155753693e-5	Alphaproteobacteria;Stappiaceae
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00065	cc_dv	p_fdr	0.003645596546906825	NA
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00066	cc_da	p_fdr	0.0036811189946242932	Cyanobacteria;Cyanobium PCC-6307
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00066	cc_da	p_fdr	3.549865076000947e-5	Cyanobacteria;Cyanobium PCC-6307
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00066	cc_da	p_fdr	0.0020336317914344563	Cyanobacteria;Cyanobium PCC-6307
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00066	cc_da	p_fdr	3.751571249174541e-5	Cyanobacteria;Cyanobium PCC-6307
asv	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00068	cc_dv	p_fdr	0.052171262038510025	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00068	cc_da	p_fdr	0.027310215377653716	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00068	cc_dv	p_fdr	0.009984580204356741	NA
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00068	cc_da	p_fdr	0.025552738100176168	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00069	cc_da	p_fdr	1.1976423869280722e-6	NA
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00069	cc_da	p_fdr	0.05061485623352849	NA
asv	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00070	cc_dv	p_fdr	0.05668156420285847	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00070	cc_dv	p_fdr	0.028982430391801015	NA
asv	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00071	cc_dv	p_fdr	0.03681716212860673	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00071	cc_da	p_fdr	1.7519750494006226e-6	NA
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00071	cc_da	p_fdr	1.5554726102199854e-6	NA
agg_genus	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00072	cc_da	p_fdr	0.006776542366326359	Alphaproteobacteria;SAR11 Clade IV
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00072	cc_da	p_fdr	3.632283175320855e-8	Alphaproteobacteria;SAR11 Clade IV
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00072	cc_da	p_fdr	1.8739325197126423e-11	Alphaproteobacteria;SAR11 Clade IV
asv	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00072	cc_da	p_fdr	0.014834783755985625	Alphaproteobacteria;SAR11 Clade IV
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00072	cc_da	p_fdr	3.207824791299962e-5	Alphaproteobacteria;SAR11 Clade IV
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00072	cc_da	p_fdr	5.860114565444279e-7	Alphaproteobacteria;SAR11 Clade IV
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00073	cc_da	p_fdr	5.428188645464118e-25	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00073	cc_dv	p_fdr	7.986644801899464e-6	NA
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00073	cc_da	p_fdr	2.2013613064546193e-18	NA
asv	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00074	cc_dv	p_fdr	9.676761583373585e-4	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00074	cc_da	p_fdr	0.023821461132147722	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00074	cc_dv	p_fdr	1.2686981358039513e-4	NA
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00074	cc_da	p_fdr	0.003229212159902181	NA
asv	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00075	cc_dv	p_fdr	0.00483018837684135	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00075	cc_dv	p_fdr	0.01068691481009135	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00077	cc_dv	p_fdr	0.09706295514934288	NA
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00077	cc_da	p_fdr	0.0980754820765971	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00079	cc_da	p_fdr	0.004715301739509503	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00079	cc_dv	p_fdr	0.003645596546906825	NA
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00079	cc_da	p_fdr	0.01594785515243842	NA
agg_genus	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00080	cc_dv	p_fdr	0.03995444753974725	Rhodothermia;Balneola
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00080	cc_da	p_fdr	0.0204180305994735	Rhodothermia;Balneola
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00080	cc_dv	p_fdr	0.03660886305436841	Rhodothermia;Balneola
asv	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00080	cc_dv	p_fdr	0.002643279485591551	Rhodothermia;Balneola
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00080	cc_da	p_fdr	6.463721464706262e-7	Rhodothermia;Balneola
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00080	cc_da	p_fdr	0.09553013459060612	Rhodothermia;Balneola
asv	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00083	cc_da	p_fdr	0.003933615155165871	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00083	cc_da	p_fdr	0.026654158804614074	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00083	cc_dv	p_fdr	0.030138989184076922	NA
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00083	cc_da	p_fdr	0.0060863047493191465	NA
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00084	cc_dv	p_fdr	0.03660886305436841	Bacteroidia;Marinoscillum
asv	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00085	cc_dv	p_fdr	0.013162237276800272	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00086	cc_da	p_fdr	0.039206367500754555	NA
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00086	cc_da	p_fdr	0.02363410418682664	NA
asv	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00087	cc_dv	p_fdr	0.005594848767853739	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00087	cc_da	p_fdr	8.03967785790794e-12	NA
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00087	cc_da	p_fdr	0.0013973874266650253	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00088	cc_da	p_fdr	0.028361178592153667	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00088	cc_dv	p_fdr	0.020983610269788656	NA
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00088	cc_da	p_fdr	0.02998751060623965	NA
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00093	cc_da	p_fdr	7.718750262564975e-15	Alphaproteobacteria;Defluviicoccales
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00093	cc_dv	p_fdr	0.054124794508195566	Alphaproteobacteria;Defluviicoccales
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00093	cc_da	p_fdr	1.9525056788907526e-16	Alphaproteobacteria;Defluviicoccales
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00093	cc_da	p_fdr	2.355341091589693e-7	Alphaproteobacteria;Defluviicoccales
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00093	cc_da	p_fdr	4.567779723955008e-8	Alphaproteobacteria;Defluviicoccales
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00093	cc_dv	p_fdr	0.08545402788204833	Alphaproteobacteria;Defluviicoccales
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00094	cc_da	p_fdr	0.09017486022370119	Cyanobacteria;Cyanobiaceae
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00094	cc_dv	p_fdr	0.09027495504031549	Cyanobacteria;Cyanobiaceae
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00094	cc_da	p_fdr	0.09705954318166887	Cyanobacteria;Cyanobiaceae
asv	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00095	cc_dv	p_fdr	0.09539091763483654	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00095	cc_da	p_fdr	1.912222589397039e-22	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00095	cc_dv	p_fdr	1.7582624212259172e-12	NA
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00095	cc_da	p_fdr	8.808111589660574e-17	NA
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00095	cc_dv	p_fdr	0.0010864581432576618	NA
agg_genus	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00096	cc_dv	p_fdr	0.024480870000427066	Gammaproteobacteria;KI89A clade
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00096	cc_da	p_fdr	2.004368560304166e-16	Gammaproteobacteria;KI89A clade
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00096	cc_da	p_fdr	8.428274377187006e-6	Gammaproteobacteria;KI89A clade
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00096	cc_dv	p_fdr	0.016821728753668677	Gammaproteobacteria;KI89A clade
asv	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00096	cc_dv	p_fdr	0.015478941777345732	Gammaproteobacteria;KI89A clade
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00096	cc_da	p_fdr	3.641640305786316e-14	Gammaproteobacteria;KI89A clade
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00096	cc_da	p_fdr	3.8631643584963185e-5	Gammaproteobacteria;KI89A clade
agg_genus	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00097	cc_dv	p_fdr	0.024480870000427066	Bacteroidia;Tenacibaculum
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00097	cc_da	p_fdr	5.67374918767219e-38	Bacteroidia;Tenacibaculum
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00097	cc_dv	p_fdr	0.02276306953591287	Bacteroidia;Tenacibaculum
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00097	cc_da	p_fdr	1.4835378920207905e-11	Bacteroidia;Tenacibaculum
asv	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00097	cc_dv	p_fdr	0.025299747503885434	Bacteroidia;Tenacibaculum
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00097	cc_da	p_fdr	4.301316483167409e-31	Bacteroidia;Tenacibaculum
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00097	cc_dv	p_fdr	0.011548274937496064	Bacteroidia;Tenacibaculum
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00097	cc_da	p_fdr	4.092212376090247e-12	Bacteroidia;Tenacibaculum
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00098	cc_da	p_fdr	4.6959977660577677e-4	NA
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00098	cc_da	p_fdr	5.618676231959677e-5	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00100	cc_dv	p_fdr	0.07663406467139969	NA
asv	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00101	cc_dv	p_fdr	0.009677361710545986	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00101	cc_da	p_fdr	3.7823303842188975e-15	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00101	cc_dv	p_fdr	0.0022124552292153887	NA
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00101	cc_da	p_fdr	2.451545588737943e-8	NA
asv	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00102	cc_dv	p_fdr	5.03316749961246e-4	NA
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00103	cc_da	p_fdr	9.528488177692149e-7	Alphaproteobacteria;PS1 clade
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00103	cc_da	p_fdr	0.00011050151193734828	Alphaproteobacteria;PS1 clade
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00103	cc_da	p_fdr	1.289161732079431e-9	Alphaproteobacteria;PS1 clade
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00103	cc_da	p_fdr	2.216461763559105e-7	Alphaproteobacteria;PS1 clade
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00104	cc_da	p_fdr	6.133559842069858e-11	NA
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00104	cc_da	p_fdr	1.5422273841961543e-7	NA
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00105	cc_da	p_fdr	2.69497652365154e-12	Gammaproteobacteria;Marinobacterium
